cod_cli;razao;endereco;uf;cidade;bairro;cep;telefone;cnpj;insc;canal;hierarquia
3756277;Francisco R M Santos;R Saracura Tres Potes 32, Qd 135;MT;Cuiaba;CPA IV;78058-318;1;1,29E+13;134081552;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3756481;Unico Supermercado Ltda ME;Av Padre Nazareno Laciotti 640;MT;Jauru;Centro;78255-000;1;9,51E+12;134146522;5534707;L6 BRNC BK CO Agil AS 5
3757113;Monica L A Campos Alimentos ME;Av Brasil 567, Galpao 1;MT;Tangara da Serra;Centro;78300-000;1;1,24E+13;133981355;5534716;L6 BRNC BK CO Agil Trd e Dms
3757294;Supermercado Rodrigues Ltda;Av Brasil 229;MT;Primavera do Leste;Castelandia;78850-000;1;1,28E+13;134096592;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3757295;Fama Comercio De Alimentos Ltda ME;Av Cuiaba 2283;MT;Primavera Do Leste;Primavra II;78850-000;1;1,34E+13;134181450;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3757926;Juarez Dourado Leal ME;R Projetada 10 1164;MT;Rondonopolis;Jd Belo Horizonte;78705-000;1;1,37E+13;134244443;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3768140;Dalmolin & Cia Ltda;R Celso Rosa De Lima 865, N;MT;Tangara Da Serra;Jd Eldorado;78300-000;1;1,41E+13;134320883;5534707;L6 BRNC BK CO Agil AS 5
3768247;Padaria M Ind Com de Paes Ltda ME;Av Duque de Caxias 869;MT;Rondonopolis;Vl Aurora;78705-000;1;1,05E+13;133645320;5534716;L6 BRNC BK CO Agil Trd e Dms
3768264;Laercio Barbosa Leao ME;R Sete 2224, W;MT;Tangara da Serra;Vl Esmeralda II;78300-000;1;1,20E+13;133908755;5534716;L6 BRNC BK CO Agil Trd e Dms
3772068;Betel Comercio de Alimentos Ltda ME;R Jabuticabeira 51, Sl Coml;MT;Primavera do Leste;Primavra III;78850-000;1;1,26E+13;134009150;5534716;L6 BRNC BK CO Agil Trd e Dms
3772069;Marcos Onose da Cunha ME;Av Bandeirantes 390;MT;Paranatinga;Vl Concordia;78870-000;1;1,35E+13;134207564;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3772834;E A Pereira & Cia Ltda;R Benedito Antonio 490;MT;Cuiaba;Pascoal Ramos;78098-020;1;9,25E+12;133479102;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3778827;Conveniencia Posto Shopping Ltda ME;Av Ismael Jose do Nasc 450, Setor W;MT;Tangara da Serra;Centro;78300-000;1;1,20E+13;134004183;5534708;L6 BRNC BK CO Agil Trd e Cnv
3780658;N M Spigiorin;R Desembargador Joaquim SN, Sala 03;MT;Diamantino;Centro;78400-000;1;1,40E+13;134301625;5534707;L6 BRNC BK CO Agil AS 5
3789218;Weiss e Nakayama Ltda ME;Av Lions Internacional 921;MT;Rondonopolis;Vl Aurora;78740-046;1;8,98E+12;134002687;5534712;L6 BRNC BK CO Agil Far B
3790089;Andre Luiz da Silva ME;Rua Ana Matos 70;MT;Rondonopolis;Jd Primavera;78725-460;1;1,08E+13;133715647;5534716;L6 BRNC BK CO Agil Trd e Dms
3790290;Com Amazonia de Petroleo Ltda;Av Fernando Correa da Costa 4881;MT;Cuiaba;Parque Ohara;78080-300;1;9,00E+12;133452190;5534708;L6 BRNC BK CO Agil Trd e Cnv
3790602;A de S Braga ME;Av Venancio F de Freitas 544;MT;Rondonopolis;Jardim Tropical;78705-000;1;1,18E+13;133876179;5534716;L6 BRNC BK CO Agil Trd e Dms
3792031;Andrade e Rosa de Andrade Ltda ME;Rua Padre Cassemiro 677;MT;Caceres;Centro;78200-000;1;1,32E+13;134135636;5534712;L6 BRNC BK CO Agil Far B
3803119;Ciriema Com Alimentos Ltda EPP;Av da Producao 1075, N Sl 1;MT;Lucas do Rio Verde;Area Industrial;78455-000;1;7,60E+12;133095347;5534716;L6 BRNC BK CO Agil Trd e Dms
3803364;J C Restaurante I Alimentos Ltda ME;Av Rio Grande do Sul 188-S, SALA 2;MT;Lucas do Rio Verde;Centro;78455-000;1;7,45E+12;133051803;5534716;L6 BRNC BK CO Agil Trd e Dms
3805006;Zaina e Silva Ltda ME;Av Goias 2590, S Sl 3 4;MT;Lucas do Rio Verde;Lot Veneza;78455-000;1;1,17E+13;133851494;5534716;L6 BRNC BK CO Agil Trd e Dms
3805063;M Baldi e Cia Ltda ME;Av Rio Grande do Sul 1378, S;MT;Lucas do Rio Verde;Menino Deus;78455-000;1;1,07E+13;133678822;5534716;L6 BRNC BK CO Agil Trd e Dms
3805124;Renato Luis Lampugnani ME;Av Goias 2987, S;MT;Lucas do Rio Verde;Jd Imperial;78455-000;1;1,20E+13;133896129;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3809996;Jacir Jose Pelozo;Av Rio Grande do Sul 927, S Sl 1;MT;Lucas do Rio Verde;Menino Deus;78455-000;1;8,88E+12;133395600;5534716;L6 BRNC BK CO Agil Trd e Dms
3810348;Felipe Gen Alimenticios Ltda ME;Av Jacaranda 1076, S;MT;Lucas do Rio Verde;Jd Cerrado;78455-000;1;1,10E+13;133748693;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3811460;Armarinhos J L Ltda;Av Arnaldo Eckert 294;MT;Campo Verde;Campo Real II;78840-000;1;4,77E+12;132050951;5534714;L6 BRNC BK CO Agil KA
3812914;G G Bucher Farmacia ME;Av das Figueiras 894;MT;Sinop;Setor Residencial Norte;78550-001;1;1,35E+13;134211146;5534711;L6 BRNC BK CO Agil Far C
3813113;Mercado Panda Ltda;Estrada Alzira 820, Qd19 Lj 07;MT;Sinop;Residencial Maripa;78550-001;1;9,75E+13;134301412;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3815295;Padaria e Confeitaria LS Ltda;Rua Sete de Setembro 08, Qd 28 Lj A;MT;Varzea Grande;Vila Arthur;78120-000;1;1,05E+13;133650502;5534716;L6 BRNC BK CO Agil Trd e Dms
3825524;D R Tambarussi e Cia Ltda Epp;R Amadeu Teles Tamadare 2235;MT;Mirassol D Oeste;Mirassol II;78280-000;1;1,41E+13;134314409;5534713;L6 BRNC BK CO Agil Atj
3826582;Avila Cuba & Cia Ltda Me;Av Prefeito Valdir Masutti 173, N;MT;Comodoro;Centro;78310-000;1;3,69E+13;131368044;5534711;L6 BRNC BK CO Agil Far C
3826586;F B Fidelis EPP;Av Marechal Rondon 2527, B;MT;Pontes e Lacerda;Jd Bela Vista;78250-000;1;4,32E+12;131994484;5534711;L6 BRNC BK CO Agil Far C
3826729;Maranhao C P Alimenticios Ltda ME;R L 16, Qd 03;MT;Cuiaba;Nova Conquista;78005-000;1;1,44E+13;134362152;5534716;L6 BRNC BK CO Agil Trd e Dms
3826835;Vanderson Paranha;Rua das Goiabeiras 1135;MT;Sinop;Jardim Celeste;78550-001;1;1,26E+13;134024958;5534716;L6 BRNC BK CO Agil Trd e Dms
3827621;R I do Espirito Santo ME;Av Brasil 6, B;MT;Varzea Grande;Joaquim Curvo;78117-030;1;1,43E+13;134342526;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3827745;Valtaercio de S Pinto ME;Avenida Brasil 128;MT;Nova Canaa do Norte;Centro;78515-000;1;4,98E+12;132078422;5534716;L6 BRNC BK CO Agil Trd e Dms
3827867;W Rufino Comercio ME;Avenida Para 209;MT;Nova Canaa do Norte;Centro;78515-000;1;1,26E+13;134014669;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3827884;A Moreto Barreto ME;Rua Evandro Calvoso 550, E;MT;Juara;Jardim California II;78575-000;1;1,21E+13;133913007;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3828028;Mercado Luzatto Ltda;Avenida Comendador Jose Pedro Di SN;MT;Tabapora;Centro;78563-000;1;1,13E+13;133803970;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3828550;Salvador dos Santos Panificadora ME;Av Mestre Falcao SN;MT;Novo Horizonte do Norte;Centro;78570-000;1;7,05E+12;132801116;5534716;L6 BRNC BK CO Agil Trd e Dms
3828553;Panificadora N S Aparecida Ltda ME;Avenida Tancredo Neves 2990;MT;Sorriso;Jardim Bela Vista;78890-000;1;2,03E+12;131767070;5534716;L6 BRNC BK CO Agil Trd e Dms
3828555;Sandra Lara da Silva Comercio ME;Rua Vitor Assis Brasil 516, W;MT;Juara;Jardim Boa Vista;78575-000;1;7,60E+12;133093743;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3828806;Celia Cristina Estelai Lopes;Rua Sao Francisco de Ass 1593, Sl 3;MT;Sorriso;Sao Domingos;78890-000;1;5,53E+12;132157845;5534708;L6 BRNC BK CO Agil Trd e Cnv
3829281;C Kiniess & Cia Ltda ME;Rod BR 163 SN;MT;Matupa;ZE 009;78525-000;1;3,75E+13;131393596;5534716;L6 BRNC BK CO Agil Trd e Dms
3829728;Neu & Silva Pereira Ltda ME;Av Brasil 745, Sala;MT;Peixoto De Azevedo;Centro;78530-000;1;5,12E+12;132096293;5534716;L6 BRNC BK CO Agil Trd e Dms
3829737;Vilma Saraiva da Silva Borges ME;Avenida Lions Internacional SN;MT;Peixoto de Azevedo;Centro;78530-000;1;1,32E+13;134142330;5534716;L6 BRNC BK CO Agil Trd e Dms
3829749;M M Martins ME;Avenida Principal SN;MT;Novo Mundo;Centro;78528-000;1;1,07E+13;133691861;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3829966;Pasqualotto & Pasqualotto Ltda;Avenida Londrina 696;MT;Juina;Modulo 05;78320-000;1;1,05E+13;133943062;5534713;L6 BRNC BK CO Agil Atj
3830025;L Buttcher & Cia Ltda ME;Avenida 4 de Julho 939;MT;Castanheira;Centro;78345-000;1;7,50E+12;133649075;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3830039;HEPP & Cia Ltda;R Rio Branco 136, NE Sl 01;MT;Campo Novo do Parecis;Centro;78360-000;1;1,19E+13;133885917;5534708;L6 BRNC BK CO Agil Trd e Cnv
3830054;Bs Comercio De Alimentos Ltda ME;Av Luiz Carlos Tess 879, Qd 34 Lt 3;MT;Lucas do Rio Verde;Tessele Junior;78455-000;1;5,29E+12;133743101;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3832195;Farmacia Madeira Ltda EPP;Av das Sibipirunas 3316;MT;Sinop;Setor Comercial;78550-001;1;4,97E+12;132077752;5534712;L6 BRNC BK CO Agil Far B
3832657;F C de Oliveira Com de Alimentos;Rua Comodoro SN;MT;Brasnorte;Nosso Lar;78350-000;1;1,02E+13;133582558;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3832671;Supermercado Carvalho Ltda ME;Rua Rotary Internacional 1799;MT;Brasnorte;Aeroporto;78350-000;1;1,11E+13;133762548;5534707;L6 BRNC BK CO Agil AS 5
3834983;O Favaro Mercado;Avenida Sarita Baracat SN;MT;Juina;Centro;78320-000;1;2,63E+12;131827456;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3835162;L B Hoffmann & Cia Ltda ME;Rua Sao Francisco de Assis 2073;MT;Sorriso;Distrito Industrial Primeira Etapa;78890-000;1;7,92E+12;133797775;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3835424;Martins & Martins Ltda;Av Andre Antonio Maggi SN;MT;Sinop;Jd Dos Ipes;78550-001;1;3,79E+12;134344065;5534713;L6 BRNC BK CO Agil Atj
3847611;Mercado Londrina Ltda;R das Primaveras 266;MT;Sinop;Jd Jacarandas;78550-001;1;1,17E+13;133858200;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3847715;Drogaria Farmaluz Ltda;R Elisa Bortoloso Luciano 1695;MT;Sinop;Jardim Boa Esperanca;78553-843;1;1,35E+13;134201370;5534711;L6 BRNC BK CO Agil Far C
3847716;Alaor Casagrande;Av Rotary Internacional 332, NE;MT;Campo Novo Do Parecis;Alvorada;78360-000;1;1,45E+13;134373758;5534707;L6 BRNC BK CO Agil AS 5
3848909;Tania Cristina Vieira;Avenida Mestre Falcao 408;MT;Novo Horizonte Do Norte;Centro;78570-000;1;5,94E+12;132384515;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3848938;Lanchonete Sal e Limao Ltda ME;Avenida Bruno Martini SN, Lote 10 A;MT;Sinop;Eunice;78550-970;1;9,47E+12;133533336;5534716;L6 BRNC BK CO Agil Trd e Dms
3849726;C L Supermercado Ltda ME;R Uirapuru 610;MT;Nova Lacerda;Centro;78243-000;1;1,07E+13;133685160;5534707;L6 BRNC BK CO Agil AS 5
3852339;J M Doerner & Cia Ltda ME;Avenida 24 de Setembro 150;MT;Juruena;Centro;78340-000;1;1,35E+13;134207920;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3852350;S Ferreira Cassemiro ME;Rua Takeda 290, S;MT;Juara;Jardim Paranagua;78575-000;1;1,19E+13;133911470;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3852590;Macedo Comercio De Bebidas Ltda;Rua Primeiro de Maio 1257;MT;Aripuana;Cidade Alta;78325-000;1;8,78E+12;133369234;5534708;L6 BRNC BK CO Agil Trd e Cnv
3853590;Natanael de Sousa ME;Avenida dos Migrantes SN, A;MT;Nova Guarita;Centro;78508-000;1;3,13E+12;131873660;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3854140;Superm Sorriso Com Alimentos Ltda;Av Padre Joao Bosco 495;MT;Ribeirao Cascalheira;Centro;78675-000;1;1,14E+13;133807614;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3855110;Valdir Frescha & Cia Ltda ME;Rua das Bromelias 1423, W;MT;Lucas do Rio Verde;Bandeirantes;78455-000;1;1,27E+13;134031377;5534716;L6 BRNC BK CO Agil Trd e Dms
3855312;Sena E Prezotto Ltda;Avenida Bruno Martini 45, Sala A;MT;Sinop;Village;78555-288;1;1,30E+13;134090632;5534708;L6 BRNC BK CO Agil Trd e Cnv
3855327;Supermercado Franluci Ltda ME;Rua Ministro Cesar Cals 431;MT;Peixoto de Azevedo;Centro;78530-000;1;1,30E+13;134090640;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3858910;A L Silva Barros & Cia Ltda ME;Avenida Dois Mil 2535;MT;Colniza;Centro;78335-000;1;1,22E+13;133960994;5534707;L6 BRNC BK CO Agil AS 5
3859213;L Ferreira Gomes ME;Av Dos Migrantes SN, Lt 9Qd16;MT;Nova Guarita;Centro;78508-000;1;8,17E+12;133222217;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3859622;Cide Mariotti;Rua Porto Alegre SN;MT;Nova Mutum;Ranchao;78450-000;1;4,18E+12;131986104;5534716;L6 BRNC BK CO Agil Trd e Dms
3866900;C A Pedrozo ME;Avenida Governador Julio Campo 1115;MT;Sinop;Centro;78550-202;1;1,74E+12;131742876;5534716;L6 BRNC BK CO Agil Trd e Dms
3866935;Ame Com V Utilidades Presentes Ltda;R Barao de Melgaco 3460;MT;Cuiaba;Centro;78005-300;1;1,10E+13;134355679;5534707;L6 BRNC BK CO Agil AS 5
3869289;F C Locks ME;Rua Sete de Setembro 537;MT;Aripuana;Centro;78325-000;1;4,74E+12;134225660;5534707;L6 BRNC BK CO Agil AS 5
3873812;Martins Simone & Cia Ltda;Avenida do Colonizador 36;MT;Colider;Centro;78500-000;1;6,10E+12;132688956;5534708;L6 BRNC BK CO Agil Trd e Cnv
3873818;Super Machadinho Com Alimentos Ltda;Rua Para 425;MT;Colider;Centro;78500-000;1;2,49E+12;131810049;5534707;L6 BRNC BK CO Agil AS 5
3873981;Ivan Dias Lins;Rua Fortaleza SN, quadra  2;MT;Colider;Bom Jesus;78500-000;1;9,63E+12;133566307;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3874011;M R de Freitas & Cia Ltda;Rua Maracatiara SN;MT;Guaranta Do Norte;Treze De Maio;78520-000;1;4,33E+12;131996339;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3875071;Arenamix Sup Com Atac e Varejo Ltda;Avenida Brasil 170;MT;Nova Canaa do Norte;Centro;78515-000;1;1,37E+13;134271092;5534707;L6 BRNC BK CO Agil AS 5
3875081;Frigobar Conveniencia EIRELI ME;Avenida Jatoba 813;MT;Guaranta Do Norte;Centro;78520-000;1;1,06E+13;133663680;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3877459;Comercial De Alim Colina Alta Ltda;Avenida Amazonas 1315;MT;Alta Floresta;Cidade Alta;78580-000;1;8,93E+12;133408450;5534707;L6 BRNC BK CO Agil AS 5
3878486;M E Janson Malavazi ME;Avenida Jatoba 870;MT;Guaranta do Norte;Centro;78520-000;1;1,30E+13;134101340;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3880319;Mercado Dois Irmaos EIRELI;R Gramado 352, N;MT;Juara;Residencial Porto Seguro II;78575-000;1;1,13E+13;133794113;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3880470;Supermercado D Angelles Ltda EPP;Avenida Dos Jatobas 933, A;MT;Sinop;Jardim Celeste;78550-001;1;1,12E+13;133790746;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3881466;Panificadora La Matina Ltda;Avenida das Itaubas 2731;MT;Sinop;Setor Comercial;78550-170;1;5,21E+12;132106647;5534716;L6 BRNC BK CO Agil Trd e Dms
3881958;Silmar Esteves de Freitas ME;Rod Arquiteto Helder 2044, Sala 02;MT;Cuiaba;Ribeirao do Lipa;78048-150;1;1,19E+13;133881334;5534710;L6 BRNC BK CO Agil Atc
3885589;Tabaldi & Tabaldi Ltda EPP;Avenida Jaime Prone 697, Qd68SetorG;MT;Juina;Modulo 05;78320-000;1;5,16E+12;134395387;5534707;L6 BRNC BK CO Agil AS 5
3886920;Auto Posto Vitoria Ltda;Rua Parnaiba SN, RLtPraeiro;MT;Cuiaba;Praeiro;78070-000;1;7,63E+12;133441210;5534708;L6 BRNC BK CO Agil Trd e Cnv
3887301;Soares Empreendimen Hoteleiros Ltda;Rua Professora Esther Marques 257;MT;Cuiaba;Cidade Alta;78030-460;1;2,43E+11;131573616;5534716;L6 BRNC BK CO Agil Trd e Dms
3891108;Jaber & Cia Ltda;Av Das Araras 1060, W;MT;Nova Mutum;Nossa Senhora Aparecida;78450-000;1;1,09E+13;133721639;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3891582;Pereira & Pessoa Ltda ME;Rua Antenor Mamedes 806, Terreo;MT;Araputanga;Centro;78260-000;1;1,34E+13;134191501;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3891912;Lourival Corsini ME;Rua dos Jatais 3140;MT;Nova Mutum;Residencial das Palmeiras;78450-000;1;1,12E+13;133784673;5534708;L6 BRNC BK CO Agil Trd e Cnv
3892049;I A Barreto dos Santos & Cia Ltda;Rua Santa Laura de Vicuna 647, Loja;MT;Caceres;Vila Irene;78200-000;1;1,26E+13;134008502;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3892284;Paiter Com Prods Alimentic Ltda EPP;R Major Joao Vieira 166;MT;Varzea Grande;Manga;78115-645;1;7,65E+12;133109615;5534710;L6 BRNC BK CO Agil Atc
3892417;Mercearia Deus Me Deu EIRELI;Rua M 17, Qd 01;MT;Cuiaba;Sao Goncalo III;78005-000;1;7,03E+12;132786036;5534716;L6 BRNC BK CO Agil Trd e Dms
3894727;Alivino dos Santos Melo ME;Avenida Rio Grande do Sul 1615;MT;Sorriso;Distrito de Primavera;78890-000;1;1,46E+13;134406532;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3895656;Diamante Azul Empres Hoteleira Ltda;Avenida Miguel Sutil 2050;MT;Cuiaba;Jardim Leblon;78060-000;1;8,88E+12;133908771;5534716;L6 BRNC BK CO Agil Trd e Dms
3895666;Zulmir Antonio Bottega;Avenida Tiradentes 224, Arm 01;MT;Itauba;Centro;78510-000;1;1,15E+13;133858766;5534716;L6 BRNC BK CO Agil Trd e Dms
3896134;Ribeiro Padaria Confeitaria e Conv;Rua Rio Grande do 3131, Lt14 Qd38B;MT;Rondonopolis;Jardim Belo Horizonte;78705-570;1;1,46E+13;134409485;5534707;L6 BRNC BK CO Agil AS 5
3897964;O Soares Da Silva & Cia Ltda ME;Avenida Blumenau 4111;MT;Sorriso;Recanto dos Passaros;78890-000;1;1,47E+13;134406419;5534716;L6 BRNC BK CO Agil Trd e Dms
3898415;Ribeiro Martins e Sena Ltda ME;Av Governador Jaime Campos 1076;MT;Cuiaba;Novo Paraiso II;78005-000;1;1,35E+13;134198972;5534716;L6 BRNC BK CO Agil Trd e Dms
3899208;Claudiomiro Mattes Machry;Rua F 20 SN, Qd 26Lt 04;MT;Querencia;Setor F;78643-000;1;8,75E+12;133356965;5534707;L6 BRNC BK CO Agil AS 5
3899719;G Carlos Monteiro Silva Comercio;Av Oito SN;MT;Santa Terezinha;Centro;78650-000;1;2,50E+13;130584851;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3900294;Supermercado Teixeira Ltda ME;R Oito 187, Qd 12;MT;Cuiaba;Jd Vitoria;78055-756;1;1,44E+13;134362225;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3902167;F F Silva ME;Rua Benedito Leonel Meneze 78, Sala;MT;Mirassol D Oeste;Juruena;78280-000;1;1,07E+13;133702502;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3904191;E M de Moura;Av Tancredo Neves 117, Sl Comerci;MT;Vale de Sao Domingos;Centro;78253-000;1;1,46E+13;134389603;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3905274;B D de Jesus;R Major Gama 39;MT;Cuiaba;Dom Aquino;78015-250;1;9,61E+11;134423933;5534716;L6 BRNC BK CO Agil Trd e Dms
3906265;Soares Simao & Cia Ltda ME;Avenida Juscelino Ku 28, Setor NW1A;MT;Alta Floresta;Cidade Bela;78580-000;1;9,63E+12;133567117;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3907551;S R Moura e Moura Ltda ME;R Primavera 2841;MT;Curvelandia;Centro;78237-000;1;1,39E+13;134283910;5534707;L6 BRNC BK CO Agil AS 5
3909150;K R Lopes E Cia Ltda EPP;Av V 2 SN, Qd38Lt18a2;MT;Cuiaba;Jd Industriario;78005-000;1;1,47E+13;134411420;5534707;L6 BRNC BK CO Agil AS 5
3909184;Pedro Teles ME;Av Quatro 11, Qd B;MT;Cuiaba;Real Parque;78095-616;1;7,01E+12;133106411;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3909194;Lampugnani e Gobbi Ltda ME;R Cascavel 2299, S;MT;Lucas do Rio Verde;Jd das Palmeiras;78455-000;1;1,32E+13;134143663;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3910965;Nilceleni da Silva;Rua Avenida 7 de Setembro SN;MT;Porto Esperidiao;Aeroporto;78240-000;1;1,49E+13;134443594;5534707;L6 BRNC BK CO Agil AS 5
3916431;L Nazario da Silva;Avenida 23 de Maio 809;MT;Araputanga;Centro;78260-000;1;8,65E+12;133325741;5534713;L6 BRNC BK CO Agil Atj
3929858;K F Alves ME;Rua Sao Paulo 23, S;MT;Juara;Centro;78575-000;1;1,12E+13;133785734;5534716;L6 BRNC BK CO Agil Trd e Dms
3930758;G J G Derivados de Petroleo Ltda;Av Carmindo de Campos 1621;MT;Cuiaba;Jardim Paulista;78065-310;1;8,67E+12;133338746;5534708;L6 BRNC BK CO Agil Trd e Cnv
3932042;Dem & Dem Com de Combs Ltda;Av Dr Vicente Emilio Vuolo 200;MT;Cuiaba;Tancredo Neves;78053-648;1;1,32E+13;134134869;5534708;L6 BRNC BK CO Agil Trd e Cnv
3932943;Elza Madalena Palma Simao EPP;Av Miguel Sutil 11812;MT;Cuiaba;Cidade Verde;78005-000;1;1,30E+13;134092902;5534711;L6 BRNC BK CO Agil Far C
3939286;Elto F Barros ME;Travessa Sao Jose SN;MT;Terra Nova do Norte;Centro;78505-000;1;2,49E+12;133497011;5534716;L6 BRNC BK CO Agil Trd e Dms
3941351;Castanha & Castanha Ltda EPP;Avenida Orival Prazeres 1117;PA;Novo Progresso;Rui Pires de Lima;68193-000;1;1,10E+13;152887377;5534713;L6 BRNC BK CO Agil Atj
3947673;Mercado Menezes Ltda ME;R Julio Domingos de Camp 580, Salao;MT;Varzea Grande;Jd Gloria;78140-340;1;1,50E+13;134460545;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3947675;Urbaninho de Paula Soares;R Arquimedes Pereira de Lima 157;MT;Jaciara;Vl Martins;78820-000;1;6,00E+11;131626663;5534716;L6 BRNC BK CO Agil Trd e Dms
3947700;Supermercado Jangada Ltda ME;Av Marechal Rondon SN, Lj 5;MT;Jangada;Centro;78490-000;1;8,60E+12;133315517;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3949567;B C Ribeiro;R Presidente Prudente 02, Qd1A Lt2A;MT;Rondonopolis;Vila Goulart;78745-290;1;1,49E+13;134452275;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3952128;Slaviero Vinhos e Sucos Ltda ME;Rodovia BR 364 SN, KM212Cp535;MT;Rondonopolis;Areas Perifericas;78705-000;1;3,75E+13;131457284;5534716;L6 BRNC BK CO Agil Trd e Dms
3952132;Paulo Jose Porto dos Santos;Rua Santo Antio Angelo 154, Casa A;MT;Canarana;Nova Canarana;78640-000;1;6,15E+12;132513560;5534716;L6 BRNC BK CO Agil Trd e Dms
3954023;Eroni Bucoski ME;Rua Antonio Valverde Biega 111;MT;Alta Floresta;Setor D;78580-000;1;1,30E+13;134105362;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3954203;Stanichesch & Stanichesh Ltda Me;Rua Sao Judas Tadeu 147;MT;Alta Floresta;Boa Nova I;78580-000;1;5,88E+12;132391031;5534716;L6 BRNC BK CO Agil Trd e Dms
3958723;Maldonado & Oliveira Almeida Ltda;Avenida do Contorno SN;MT;Vila Bela da Santissima Trindade;Cohab Nova;78245-000;1;1,13E+13;133796299;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3959917;Jose Telaredo Pagliarini;R Tenente Lira 320;MT;Cuiaba;Dom Aquino;78015-280;1;2,68E+13;131288148;5534716;L6 BRNC BK CO Agil Trd e Dms
3960064;Cassol Grandi & Grandi Ltda;Rua Volmir Taborda Camara 1005;MT;Campos de Julio;Centro;78307-000;1;2,02E+12;131768310;5534716;L6 BRNC BK CO Agil Trd e Dms
3961164;Del Moro & Del Moro Ltda;R Bergamo 2414, SQd16Lt1B;MT;Lucas do Rio Verde;Lot Veneza;78455-000;1;8,78E+11;134294548;5534707;L6 BRNC BK CO Agil AS 5
3961165;Del Moro & Del Moro Ltda;Av Brasil 1150;MT;Tapurah;Centro;78573-000;1;8,78E+11;134294556;5534707;L6 BRNC BK CO Agil AS 5
3961889;Gusse & Gusse Ltda;Avenida Julio Campos 428;MT;Colniza;Centro;78335-000;1;4,79E+12;132055660;5534707;L6 BRNC BK CO Agil AS 5
3962095;C M Refatti Wons ME;Rodovia MT Duzentos e Oito SN;MT;Nova Monte Verde;Alto Paraiso;78593-000;1;1,08E+13;133715973;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3962290;Panificadora Conquista Ltda ME;Avenida Jose Francis SN, Lt 7 Qd 44;MT;Nova Bandeirantes;Centro;78565-000;1;1,13E+13;133793516;5534716;L6 BRNC BK CO Agil Trd e Dms
3963225;K M H Simoes Pato ME;Av Maria do Carmo Spletozer Lope SN;MT;Nova Monte Verde;Centro;78593-000;1;1,48E+13;134424131;5534716;L6 BRNC BK CO Agil Trd e Dms
3964346;Economizar Com Prods Farmac Ltda ME;Avenida Governador Jul 1188, Sala A;MT;Sinop;Setor Comercial;78550-202;1;8,09E+12;134422465;5534712;L6 BRNC BK CO Agil Far B
