cod_cli;razao;endereco;uf;cidade;bairro;cep;telefone;cnpj;insc;canal;hierarquia
5877712;Adriele Silva Duarte;Rod Br 163 29;PA;Trairao;Km 0;68198-000;1;2,67E+13;155461397;5534716;L6 BRNC BK CO Agil Trd e Dms
5877731;Cristiana Silva Martins;R Pernambuco 10, Qd 70;MT;Varzea Grande;Jardim Dos Estados;78158-026;1;2,64E+13;136544371;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5877755;Carolina Pereira De Souza;Rod Br 163 Santarem Cuiaba Km 14 SN;PA;Trairao;Trairao;68198-000;1;2,48E+13;155248146;5534716;L6 BRNC BK CO Agil Trd e Dms
5877765;Rosangela Lusia Pedroza;Rod Br 163 Km 1397 210;PA;Trairao;Zona Rural;68198-000;1;2,48E+13;155250191;5534708;L6 BRNC BK CO Agil Trd e Cnv
5878380;C F Pimentel;Av Araguaia 123, Qd13 Lt11;MT;Agua Boa;Centro;78635-000;1;1,13E+13;137589093;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878388;S A Da Silva Santos;R General Mascarenhas De Morais 238;MT;Rondonopolis;Vila Mariley;78705-268;1;1,37E+13;134238699;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878390;Gilmar Barros Da Silva EIRELI;Tv Quinta 515, Anexo 2;PA;Itaituba;Aeroporto Velho;68181-170;1;1,98E+13;154411850;5534716;L6 BRNC BK CO Agil Trd e Dms
5878398;Rosangela De Sousa Nunes Santos;R Vigesima Quinta 767;PA;Itaituba;Bela Vista;68180-320;1;1,79E+13;154047872;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878411;R R N Nascimento Comercio;Tv Jose Narinho SN;PA;Trairao;Agrovila Caracol;68198-000;1;1,64E+13;153785616;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878454;F C Leal EIRELI;Av Nova De Santana 580;PA;Itaituba;Comercio;68180-030;1;3,28E+13;156336561;5534708;L6 BRNC BK CO Agil Trd e Cnv
5878468;Suelmei Campos Barbosa EIRELI;R Joao Ponce De Arruda SN;MT;Jangada;Centro;78490-000;1;8,40E+12;136284086;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5878473;O Silva Oliveira;Av Dos Estudantes 314;MT;Carlinda;Centro;78587-000;1;3,23E+13;137494327;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5879177;Mercado Veneza Ltda;Rod Senador Roberto Camp SN, Terreo;MT;Diamantino;Novo Diamantino;78400-000;1;2,05E+13;135475678;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5881433;Maria Aparecida Nunes;Av XV De Novembro 155;MT;Paranatinga;Centro;78870-000;1;3,20E+13;137441290;5534708;L6 BRNC BK CO Agil Trd e Cnv
5881436;Erodrigues Zaque;R Pc Dona Albertina 885;MT;Caceres;Cavalhada;78200-000;1;2,04E+13;135462150;5534708;L6 BRNC BK CO Agil Trd e Cnv
5881580;Jose Claudio Goncalves EIRELI;Av Jornalista Alves De Oliveira 204;MT;Cuiaba;Cidade Alta;78030-445;1;3,22E+13;137463448;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5881888;Alexandre Spironello;R Dos Mamoeiros 105, Sala 01 W;MT;Nova Mutum;Lirios Do Campo;78450-000;1;2,85E+13;136971881;5534708;L6 BRNC BK CO Agil Trd e Cnv
5881893;P M C Moro;Avenida Brasil SN;MT;Sao Jose Do Rio Claro;Centro;78435-000;1;2,36E+12;131797948;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5883932;Mercado Amaral Ltda;Avenida Camburiu 24;MT;Cuiaba;Parque Georgia;78085-400;1;2,91E+13;137054610;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5885948;Iara Ines Bonatto;Av Parana 48, E Lt9 B;MT;Lucas Do Rio Verde;Centro;78455-000;1;2,85E+13;136967604;5534708;L6 BRNC BK CO Agil Trd e Cnv
5885972;Maria Veronica Maciel;R Anchieta SN;PA;Novo Progresso;Santa Luzia;68193-000;1;2,41E+13;155142437;5534708;L6 BRNC BK CO Agil Trd e Cnv
5886227;Partner Transp Logistica Ltda;Av Abel Dal Bosco 4490, Lt 14 A 19;MT;Sinop;Lic Norte;78551-043;1;1,10E+13;133742873;5534716;L6 BRNC BK CO Agil Trd e Dms
5893176;Bolos Do Cerrado Itaituba EIRELI;Rod Transamazonica 30, A;PA;Itaituba;Comercio;68180-010;1;2,99E+13;155965735;5534708;L6 BRNC BK CO Agil Trd e Cnv
5893237;V R Da Costa Comercio EIRELI;Av Francisco Macedo 1473, B;PA;Itaituba;Piracana;68180-360;1;1,11E+13;152905405;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5894419;O Mercadinho Com Alimentos Ltda;R Florianopolis SN;MT;Tangara Da Serra;Jardim Dona Julia;78300-000;1;2,19E+13;137512813;5534707;L6 BRNC BK CO Agil AS 5
5894427;Posto Pedro Neca Ltda;Rod Br 174 SN, Km 136;MT;Porto Esperidiao;Pedro Neca;78240-000;1;3,19E+12;137274530;5534708;L6 BRNC BK CO Agil Trd e Cnv
5894442;Angelica Ferreira Goncalves;Av Jose Alves Bezerr 18, Qd 96 Lt9N;MT;Juara;Centro;78575-000;1;3,29E+13;137566115;5534716;L6 BRNC BK CO Agil Trd e Dms
5894464;Fabio Vieira De Jesus & Cia Ltda;Av Jose Alves Bezerra 492, E;MT;Juara;Centro;78575-000;1;3,25E+13;137515162;5534708;L6 BRNC BK CO Agil Trd e Cnv
5894530;D S Caliman Junior;Av Rio Arinos 584, W Lt18 Q90;MT;Juara;Centro;78575-000;1;3,28E+13;137561598;5534716;L6 BRNC BK CO Agil Trd e Dms
5894872;Campo Verde Atac Supermercado Ltda;Av Dos Trabalhadores 918;MT;Campo Verde;Bordas Do Lago;78840-000;1;2,15E+13;137551444;5534707;L6 BRNC BK CO Agil AS 5
5895994;J M Comercio De Alimentos Ltda;Rod Br 163 SN, Km 737;MT;Sorriso;Zona Rural;78890-000;1;3,11E+13;137492588;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5896025;Du Bairro Comercio Alimentos EIRELI;Av Luis Pedro De Lim SN, Qd 480 Lt6;MT;Varzea Grande;Capao Grande;78164-971;1;3,00E+13;137210256;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5897097;Luciano Goncalves Coelho;R Sao Pedro SN;PA;Altamira;Castelo De Sonhos;68379-200;1;3,24E+13;156290669;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897098;C Torres Da Silva EIRELI;R Oitava 480;PA;Itaituba;Liberdade;68181-120;1;1,78E+13;154028894;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897099;M & B Esquerdo Ltda;R Rui Barbosa SN;PA;Prainha;Rural;68130-000;1;2,93E+13;155872052;5534711;L6 BRNC BK CO Agil Far C
5897100;Vitor L Beato;Av Dos Pinhais 8;MT;Cuiaba;Jardim Das Palmeiras;78080-230;1;3,24E+13;137520913;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897109;Fabio Da Rosa Xavier;Distrito Seg R Em Frente SN, Galpao;PA;Itaituba;Rock Em Rio;68191-400;1;2,91E+13;155853368;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897116;Luiz Da Costa Farias EIRELI;Rodovia Br 163 SN, Fazenda;PA;Novo Progresso;Zona Rural;68193-000;1;2,52E+13;155320653;5534716;L6 BRNC BK CO Agil Trd e Dms
5897122;Valdir Gomes Ferreira;Rua Cuiaba 195;MT;Diamantino;Jd Alvorada;78402-000;1;2,37E+13;136029205;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897125;Mercado Conquista EIRELI;R Vinte E Sete De Dezembro 85;MT;Cuiaba;Centronorte;78005-050;1;3,27E+13;137538308;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897126;Sebastiao F Da Cruz;R Otavio Gomes De Castro 167;MT;Cuiaba;Novo Terceiro;78028-345;1;3,23E+13;137499922;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897132;Benedita Estrogilda Da Costa;Av Colina Azul SN, Casa;MT;Diamantino;Pedregal;78400-000;1;1,82E+13;134890515;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897134;Machado Ludwig E Cia Ltda;Av Brasil 1045, S;MT;Tangara Da Serra;Jardim Rio Preto;78300-000;1;3,00E+13;137194269;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897138;Larissa Mustasso;Av Daury Rivas 115;MT;Arenapolis;Vila Nova;78420-000;1;2,70E+13;136665934;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897139;Roseli B M Menezes;Av Almirante Barroso SN;MT;Alto Paraguai;Centro;78410-000;1;3,75E+13;134189442;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897142;Alessandro Barbosa Souza Sobrinho;R Doze De Fevereiro 10;MT;Porto Esperidiao;Vila Cardoso;78240-000;1;2,09E+13;135529484;5534716;L6 BRNC BK CO Agil Trd e Dms
5897143;Juarez Moreira Dos Anjos;Av Marechal Rondon 2900, Sl;MT;Pontes E Lacerda;Jardim Bela Vista II;78250-000;1;2,32E+13;135916798;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897148;Fidelice Mendes Da Cruz;R Presidente Medici SN;MT;Alto Paraguai;Bela Vista;78410-000;1;2,00E+13;135363306;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897150;Rozelma De Oliveira Alves;Rua Chapeco 93, Cj S;MT;Lucas Do Rio Verde;Centro;78455-000;1;3,23E+13;137478097;5534716;L6 BRNC BK CO Agil Trd e Dms
5897153;Eduardo Acacio De Oliveira;R Pedro Alvares Cabral 1327;MT;Peixoto De Azevedo;Jerusalem;78530-000;1;1,18E+13;133918211;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897154;Emporio Da Economia Ltda;Av Andre Antonio Maggi 7477;MT;Sinop;Jardim Maria Vindilina I;78553-000;1;2,45E+13;136224113;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5897155;Fabiane Coelho De Morais;R Mauro Quirino 104;MT;Peixoto De Azevedo;Centro Novo;78530-000;1;3,28E+13;137551878;5534716;L6 BRNC BK CO Agil Trd e Dms
5897156;Jose Ferreira Bras;Travessa Peixoto 292;MT;Peixoto De Azevedo;Aeroporto;78530-000;1;3,16E+13;137392133;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897163;Glaucia Rosario Lopes;Av Governador Dante M Oliveira 2884;MT;Cuiaba;Carumbe;78050-700;1;2,27E+13;135823323;5534708;L6 BRNC BK CO Agil Trd e Cnv
5897165;Hotel E Pousada Pontual Ltda;Av Rotary Internacional SN;MT;Peixoto De Azevedo;Bela Vista;78530-000;1;1,73E+13;134714598;5534716;L6 BRNC BK CO Agil Trd e Dms
5897172;Maria De Fatima Da Costa;Av Andre Antonio M 6529, Sl 41 E 42;MT;Sinop;Residencial Caranda Bosque;78553-561;1;3,15E+13;137394829;5534716;L6 BRNC BK CO Agil Trd e Dms
5897182;Eliene Pereira De Paula;Rua Do Comercio 575, Casa;MT;Peixoto De Azevedo;Centro Antigo;78530-000;1;2,78E+13;136871623;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5897973;Erick Rodrigues Do Nascimento;Rua Diamantino 1, Terreo;MT;Alto Paraguai;Da Ponte;78410-000;1;2,78E+13;136857191;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5901489;Rogerio Dantes Rodrigues C Comercio;Av Ministro Joao Al 678, Qd21 Lt 17;MT;Barra Do Garcas;Centro;78600-001;1;2,30E+13;135869749;5534716;L6 BRNC BK CO Agil Trd e Dms
5901524;J E Paquer;Av Maranhao 142, Letra N;MT;Juara;Centro;78575-001;1;1,45E+13;134373774;5534711;L6 BRNC BK CO Agil Far C
5901585;S R M  Marques Luiz + Cia Ltda;Av Nove De Maio 280;MT;Juina;Centro;78320-001;1;3,69E+13;131362275;5534711;L6 BRNC BK CO Agil Far C
5901603;Paulino Cecilio Da Silva;R Sinfronio Franco De Cama SN, Casa;MT;Cuiaba;Distrito Da Guia;78104-001;1;3,01E+13;137188765;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5901608;Tatiane A Barros Dias EIRELI;Av Newton Rabello De Cas 25, Qd 152;MT;Cuiaba;Pedra 90;78099-005;1;1,59E+13;137563272;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5902050;Assis E Assis Ltda;Av Marechal Rondon 283;MT;Rondonopolis;Centro;78700-075;1;3,30E+13;137584458;5534708;L6 BRNC BK CO Agil Trd e Cnv
5905503;Divina Gulla S Rest Sushi Bar Ltda;Av Lions Internacional 1344;MT;Rondonopolis;Vila Aurora I;78740-046;1;1,35E+13;134207670;5534716;L6 BRNC BK CO Agil Trd e Dms
5907723;Vie Hotel Ltda;Av Bruno Martini 2249;MT;Sinop;Residencial Recanto Suico;78555-601;1;1,73E+13;137547781;5534716;L6 BRNC BK CO Agil Trd e Dms
5910899;Rafael Neves EIRELI;Av Brasil 1253;MT;Vera;Esperanca;78880-001;1;3,16E+13;137401906;5534708;L6 BRNC BK CO Agil Trd e Cnv
5910917;Jj Supermercados Ltda;Av Dante Martins De Oliveira 753, N;MT;Feliz Natal;Centro;78885-001;1;1,97E+13;135341400;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5910918;Conveniencia Avenida EIRELI;Av Brasil 1616, Sl 1;MT;Vera;Centro;78880-001;1;2,73E+13;136768199;5534708;L6 BRNC BK CO Agil Trd e Cnv
5910925;Renata Inacio De Carvalho Alcantara;Av Dauri Riva 1457, Set  Norte;MT;Colider;Teles Pires;78500-001;1;2,17E+13;135680298;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5910926;Robiane Rocha Cordeiro Da Silva;Av Sao Paulo 689, Qd A Lt2 W;MT;Nova Mutum;Cidade Nova;78450-001;1;3,27E+13;137536496;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911041;Luis Carlos Tessaro;Av Juscelino Ferre 1125, Qd 5 Lt 40;MT;Rondonopolis;Lot Res. Antonio Geraldini;78750-830;1;3,22E+13;137468130;5534716;L6 BRNC BK CO Agil Trd e Dms
5911049;M T Fukui Mercado;R Avestruz 28, Qd 60 2 Et;MT;Cuiaba;Cpa IV;78058-264;1;2,53E+13;136409318;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911061;Kelly Cristina Dos Santos Moreira;R Jose Rodrigues Mu 546, Qd 5 Lt 10;MT;Pontes E Lacerda;Residencial Vera;78250-001;1;3,27E+13;137541015;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911062;Lucilene Alves Fortunato Paiano;Av Dos Migrantes SN;MT;Nova Guarita;Centro;78508-001;1;2,70E+13;136657966;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5911063;Espaco Fest Bnb Restaurante Ltda;Av Brasil 415, Sl B;MT;Confresa;Vila 200;78652-001;1;3,00E+13;137176627;5534716;L6 BRNC BK CO Agil Trd e Dms
5912095;Emantoani Comercio De Frios Ltda;Av Dom Orlando Cha 2650, Qd28 Lt 03;MT;Varzea Grande;Cristo Rei;78118-000;1;1,42E+13;134338162;5534707;L6 BRNC BK CO Agil AS 5
5912720;Marcele Taiane Demarco;Av General Vale 345;MT;Cuiaba;Bandeirantes;78010-000;1;2,63E+13;136508944;5534716;L6 BRNC BK CO Agil Trd e Dms
5912876;Rumilda Apar Marcondes Schwartz;Av Geraldo Egidio Ferrari 82;MT;Sinop;Loteamento MEnino Jesus I;78559-097;1;3,25E+13;137511604;5534716;L6 BRNC BK CO Agil Trd e Dms
5912879;Floripa Bortoluzzi Ltda;R Milton Dos Reis 1253, N;MT;Feliz Natal;Centro;78885-000;1;6,28E+12;136651887;5534716;L6 BRNC BK CO Agil Trd e Dms
5912887;Wesley Antonio Da Silva Santos;R 5 1974, Setor N;MT;Tangara Da Serra;Jardim Europa;78300-000;1;3,30E+13;137575785;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5912889;P A C Silva;R Jose Duarte 554, S;MT;Tangara Da Serra;Jardim Rio Preto;78300-000;1;3,14E+13;137356331;5534716;L6 BRNC BK CO Agil Trd e Dms
5912905;Lidia Maria Rodrigues A Mendonca;R Marlene Campos Lopes 987, Setor W;MT;Tangara Da Serra;Parque Tangara;78300-000;1;2,96E+13;137117833;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5912915;Sinval Dos Santos;R Marau 906;MT;Sinop;Loteamento Alto Da Gloria;78558-379;1;2,87E+13;136995659;5534708;L6 BRNC BK CO Agil Trd e Cnv
5913734;Tereza Da Silva Goncalves;Av Joaquim Socreppa 759;MT;Sinop;Jardim Ibirapuera;78556-780;1;1,49E+13;133101223;5534716;L6 BRNC BK CO Agil Trd e Dms
5913988;D R L Campos;R Das Garcas SN, Lt06Qd23;MT;Itiquira;Vila Ouro Branco;78790-000;1;3,28E+13;137604882;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5913996;M C E Campos EIRELI;Av Noemia Tonello Dalmol 1785, Sl01;MT;Sorriso;Taiama;78890-000;1;3,05E+13;137245688;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5914002;Werner Tadashi Bachmann;Av Perimetral Sudoeste 3493;MT;Sorriso;Expansao Urbana;78890-000;1;3,05E+13;137257775;5534708;L6 BRNC BK CO Agil Trd e Cnv
5914015;Tertuliano Carvalho Pinto;R Perimetral Sudoeste 3195;MT;Sorriso;Colinas;78890-000;1;3,01E+13;137185502;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961795;E M B Viana EIRELI;R Das Palmeiras SN;PA;Novo Progresso;Rui Pires De Lima;68193-000;1;3,30E+13;156369010;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961798;Fernando De Almeida Aquino;Av 9 215;PA;Itaituba;Moraes Almeida;68189-000;1;3,13E+13;156142465;5534716;L6 BRNC BK CO Agil Trd e Dms
5961825;Marlene Creomil Dosso Bonin;Rod MT 320 SN, Km59 Cx54;MT;Colider;Comunidade Nova Galileia;78500-000;1;2,15E+13;135631203;5534716;L6 BRNC BK CO Agil Trd e Dms
5961832;Aleci Bento Junior;Av 10 SN;PA;Itaituba;Moraes De Almeida;68189-000;1;2,62E+13;155370944;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961834;Alexsandro Souza Freese;Av Orival Prazeres SN, Sala;PA;Novo Progresso;Vista Alegre;68193-000;1;1,99E+13;154432121;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5961848;Angelica Levandovski Pessoa;Av Orival Prazeres 2555;PA;Novo Progresso;Vista Alegre;68193-000;1;2,75E+13;156204118;5534716;L6 BRNC BK CO Agil Trd e Dms
5961971;J V Simoes Leal;R Alto Bonito 1, Miritituba;PA;Itaituba;Alto Bonito;68191-400;1;2,69E+13;156070995;5534713;L6 BRNC BK CO Agil Atj
5962838;Mercado Acougue Do Tiozinho EIRELI;Av Porto Alegre 2134, A;MT;Sorriso;Bela Vista;78890-000;1;3,18E+13;137409257;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5964900;Francisco R Alves Junior;R Souvenir Dal Bo 685;MT;Rondonopolis;Pq S Familia;78735-024;1;3,08E+13;137305850;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5971402;Cristal A Sorveteria Fast Food Ltda;Av Gov Julio Campos 1259;MT;Sinop;Setor Comercial;78550-202;1;2,79E+13;136877770;5534716;L6 BRNC BK CO Agil Trd e Dms
5971958;Marcia Felipe Da Silva;Av Brasil 867;MT;Peixoto De Azevedo;Centro;78530-000;1;1,19E+13;133929817;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5971959;Raquel Ribeiro Dos Santos Sousa;R Raimundo Nonato De Paul 435, Casa;MT;Peixoto De Azevedo;Aeroporto;78530-000;1;2,97E+13;137124996;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5971968;Marinalva Da Silva Cruz;R Marechal Deodoro 168, Casa;MT;Peixoto De Azevedo;Centro Antigo;78530-000;1;2,97E+13;137133510;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5972051;Araujo E Araujo Alimentos EIRELI;Av Doutor Meirelles 37, Qd 26 Lt37;MT;Cuiaba;Tijucal;78088-010;1;3,32E+13;137603339;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5972160;Leiliane Freitas;R Osmar Nunes 389;MT;Peixoto De Azevedo;Centro Novo;78530-000;1;3,32E+13;137611420;5534716;L6 BRNC BK CO Agil Trd e Dms
5973269;Acai Quintal Comercio Acai Ltda;R Das Nogueiras 669;MT;Sinop;Setor Comercial;78550-226;1;3,10E+13;137562314;5534716;L6 BRNC BK CO Agil Trd e Dms
5973273;Francieli A Silva Dias Stolarski;R R Bahia 399;MT;Marcelandia;Distrito De Analandia Do Norte;78535-000;1;1,35E+13;134210670;5534716;L6 BRNC BK CO Agil Trd e Dms
5973293;Cristal Sorvetes Ltda;Av Das Itaubas 1088;MT;Sinop;Jardim Celeste;78556-676;1;3,11E+13;137326815;5534716;L6 BRNC BK CO Agil Trd e Dms
5973294;Eunildes Sousa Machado;Av Fortaleza 11;MT;Ipiranga Do Norte;Centro;78578-000;1;2,88E+13;137010427;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5973313;O A Ferreira;Av Dos Tarumas 2564;MT;Sinop;Jardim Maringa;78556-250;1;9,35E+12;133700097;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5976068;Anderson Hoffmann;R Benedito Americo 1451;MT;Sinop;Residencial Florenca;78555-416;1;2,48E+13;136289975;5534716;L6 BRNC BK CO Agil Trd e Dms
5976076;Conveniencia Rota Ltda;Av Dos Ingas 3771, Sl A;MT;Sinop;Jardim Imperial;78555-024;1;1,91E+13;135166560;5534708;L6 BRNC BK CO Agil Trd e Cnv
5977160;Comercio De Combs Sapezal Ltda;Av Das Flores 1648;MT;Sapezal;Jardim Sapezal;78365-000;1;1,42E+13;134660684;5534716;L6 BRNC BK CO Agil Trd e Dms
5977164;C Dal Magro Restaurante;R Zelino Agostinho Lorenzetti 735;MT;Campos De Julio;Centro;78307-000;1;8,01E+12;133195180;5534716;L6 BRNC BK CO Agil Trd e Dms
5977181;Airton Favoreto;R Das Garcas 1447, Qd314Lt 08;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;1;1,16E+13;133900240;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5977182;Marcio Miron Dos Santos;Av Minas Gerais 1492, Nw;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;1;3,09E+13;137301634;5534716;L6 BRNC BK CO Agil Trd e Dms
5977996;Lanchonete Italiano Ltda;Av Cuiaba 723;MT;Campo Verde;Campo Real;78840-000;1;1,46E+13;135963940;5534716;L6 BRNC BK CO Agil Trd e Dms
5980424;Mariane C Barboza Marquezin EIRELI;Av B Oeste SN, Sl A;MT;Matupa;Zi 00;78525-000;1;2,80E+13;136909450;5534708;L6 BRNC BK CO Agil Trd e Cnv
5980791;A Lemes;R Girassol 47, Norte;MT;Campo Novo Do Parecis;Zona Rural;78360-000;1;1,22E+13;133944085;5534716;L6 BRNC BK CO Agil Trd e Dms
5982260;Supermercado Novo Triunfo Ltda;Av Brasil Central 779;MT;Nova Xavantina;Centro;78690-000;1;2,94E+13;137093632;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5982269;Janete Aparecida Teruel;Travessa Maripa 33;MT;Sinop;Residencial Maripa;78557-873;1;2,81E+13;136911510;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983156;Eliezer Alves Feitosa EIRELI;Av Martinho Lutero 151, Nw;MT;Campo Novo Do Parecis;Boa Esperanca;78360-000;1;3,17E+13;137396988;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983241;Ineri Claudir Meireles;Av Dal Bosco 395;MT;Sinop;Residencial Gente Feliz;78551-130;1;3,27E+13;137539649;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983251;Nelson Do Nascimento Filho;Av Dois De Dezembro 1665;MT;Aripuana;Centro;78325-000;1;3,23E+13;137485077;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5983578;Mercado Guapore EIRELI;R Maranhao 128;MT;Pontes E Lacerda;Jardim Dos Bandeirantes;78250-000;1;3,31E+13;137604203;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5985902;Francisco Goncalves D Filho EIRELI;Av Fernando Backes 100;MT;Juruena;Bela Vista;78340-000;1;3,36E+13;137665687;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5985903;Rary Rary Comercio Variedades Ltda;Av Dos Ingas 3235, A;MT;Sinop;Jardim Imperial;78555-002;1;2,42E+13;136212751;5534708;L6 BRNC BK CO Agil Trd e Cnv
5986221;Del Moro Del Moro Ltda;R Bom Sucesso 235, Lt 2B;MT;Sorriso;Loteamento Gleba Sorriso;78890-000;1;8,78E+11;137025530;5534713;L6 BRNC BK CO Agil Atj
5986235;Del Moro & Del Moro Ltda;Rod Br 163 8157, Lt 2;MT;Sorriso;Loteamento Gleba Sorriso;78890-000;1;8,78E+11;136963170;5534713;L6 BRNC BK CO Agil Atj
5987886;Didax Instituto De Ensino Ltda;R Dos Bemtevis 221, Arm 1 Sl 1;MT;Cuiaba;Parque Ohara;78080-340;1;3,35E+13;ISENTO;5534716;L6 BRNC BK CO Agil Trd e Dms
5988543;Moura Produtos Para Festa EIRELI;Av Fernando Correa Da Costa 3526;MT;Cuiaba;Jardim ShangriLa;78070-200;1;3,20E+13;137448147;5534716;L6 BRNC BK CO Agil Trd e Dms
5988661;Tamara De Lima Rodrigues;Est Dalva 270;MT;Sinop;Residencial Lisboa;78557-400;1;3,23E+13;137486936;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5992759;Marka R G Comercial Ltda;R Dom Camilo Faresini SN, Qd1 Lt1;MT;Varzea Grande;Parque Do Lago;78120-560;1;1,78E+13;137177801;5534716;L6 BRNC BK CO Agil Trd e Dms
5992760;Mercado Compre Sempre EIRELI;Av Pingo De Ouro 21, Qd 18;MT;Varzea Grande;Capao Do Pequi;78134-059;1;3,31E+13;137593856;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5992811;Mercado Shopping Do Bairro EIRELI;R Veu Das Noivas 10;MT;Varzea Grande;Canelas;78148-015;1;3,32E+13;137609213;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5992813;Andrea Cezarina De Almeida EIRELI;R Iara 251, Salao;MT;Varzea Grande;Gloria;78141-004;1;3,33E+13;137619189;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5993037;Iara S E Botelho Restaurante;Av Couto Magalhaes 1030, C Cs Coml;MT;Varzea Grande;Centro Norte;78110-400;1;2,76E+13;ISENTO;5534716;L6 BRNC BK CO Agil Trd e Dms
5993063;Mercado Bom Gosto EIRELI;R Canario 22, Quadra 2;MT;Varzea Grande;Santa Isabel;78150-328;1;3,32E+13;137624573;5534716;L6 BRNC BK CO Agil Trd e Dms
5993064;T A Guedes Sorveteria EIRELI;Av Filinto Muller 1463;MT;Varzea Grande;Centro Sul;78110-056;1;3,23E+13;137488122;5534716;L6 BRNC BK CO Agil Trd e Dms
5993082;Supermais Com Gen Alimenticios Ltda;R Paulo Fernandes Barem Campos 405;MT;Rondonopolis;Residencial Vila Mineira;78721-510;1;7,60E+12;133093360;5534716;L6 BRNC BK CO Agil Trd e Dms
5993625;C P Santana Da Silva & Cia Ltda;R Papa Joao Xxiii 141;MT;Alta Floresta;Setor B;78580-000;1;1,03E+13;ISENTO;5534716;L6 BRNC BK CO Agil Trd e Dms
5993631;Mercado Nossa Fazenda Ltda;Av Ariosto Da Riva 2105;MT;Alta Floresta;Centro;78580-000;1;3,36E+13;137659601;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
