ID parc.;Nome parceiro;CNPJ;Vendedor;Material;Texto breve do produto; Quantidade;UM;Endereço;Cidade;Rg;CEP;Data doc.;Nº NF;    Líquido;   Peso bruto;Un.;Valor total
2910752;Lanchonete Araguaia Ltda;07.842.061/0001-45;501;12155337;BATON Bastao Duo 32(30x16g) XW;1;EXB;Av Tancredo Neves 1125, Sala 01;Sorriso;MT;78890-000;01.04.2020;61304;0,48;0,502;KG;16,53
2910752;Lanchonete Araguaia Ltda;07.842.061/0001-45;501;12365150;GAROTO Bisc Rech Choc 70x130g BR;5;UNI;Av Tancredo Neves 1125, Sala 01;Sorriso;MT;78890-000;01.04.2020;61305;0,65;0,6575;KG;9,56
5200967;Paraiso Bar Conveniencia EIRELI ME;24.021.510/0001-03;502;11322004;GAROTO Pastilha Hortela 24(40x17g) XW;3;EXB;Avenida Natalino Joao 1375, Sala 01;Sorriso;MT;78890-000;01.04.2020;61306;2,04;2,1348;KG;63,15
953979;Sorriso Supermercados Ltda;14.953.277/0001-43;501;11320042;GAROTO Cacau em Po 20x200g XW;20;UNI;Av Natalino Joao Brescansin 220;Sorriso;MT;78890-000;01.04.2020;61307;4;4,8;KG;272,86
953979;Sorriso Supermercados Ltda;14.953.277/0001-43;501;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;168;UNI;Av Natalino Joao Brescansin 220;Sorriso;MT;78890-000;01.04.2020;61308;15,12;15,4896;KG;621,97
953979;Sorriso Supermercados Ltda;14.953.277/0001-43;501;12396887;GAROTO Tablete Cstn Caju 4(14x90g) XW;168;UNI;Av Natalino Joao Brescansin 220;Sorriso;MT;78890-000;01.04.2020;61308;15,12;15,4896;KG;621,97
953979;Sorriso Supermercados Ltda;14.953.277/0001-43;501;12396885;GAROTO Tablete Cores 4(14x90)g XW;168;UNI;Av Natalino Joao Brescansin 220;Sorriso;MT;78890-000;01.04.2020;61308;15,12;15,4896;KG;621,97
953979;Sorriso Supermercados Ltda;14.953.277/0001-43;501;12380835;TALENTO TabRechCremedeAvela 8(12x90g) XW;8;EXB;Av Natalino Joao Brescansin 220;Sorriso;MT;78890-000;01.04.2020;61308;8,64;9,04;KG;393,93
953979;Sorriso Supermercados Ltda;14.953.277/0001-43;501;12347059;TALENTO Tab Rech Cookies 8(12x90g) XW;8;EXB;Av Natalino Joao Brescansin 220;Sorriso;MT;78890-000;01.04.2020;61308;8,64;9,04;KG;393,93
2912320;Sorrinorte Supermercado Ltda ME;02.756.536/0001-67;501;12313896;BATON Bastao Rech Morango 32(30x16g) BR;2;EXB;Rua Tangara 549;Sorriso;MT;78890-000;01.04.2020;61309;0,96;1,004;KG;45,81
2912320;Sorrinorte Supermercado Ltda ME;02.756.536/0001-67;501;12311892;TALENTO Tab Leite Avelas 8(12x90g) XW;1;EXB;Rua Tangara 549;Sorriso;MT;78890-000;01.04.2020;61309;1,08;1,13;KG;55,67
2912320;Sorrinorte Supermercado Ltda ME;02.756.536/0001-67;501;12273955;BATON Bastao Recheado Leite 32(30x16g)XW;2;EXB;Rua Tangara 549;Sorriso;MT;78890-000;01.04.2020;61309;0,96;1,004;KG;45,81
2912320;Sorrinorte Supermercado Ltda ME;02.756.536/0001-67;501;12155337;BATON Bastao Duo 32(30x16g) XW;2;EXB;Rua Tangara 549;Sorriso;MT;78890-000;01.04.2020;61309;0,96;1,004;KG;45,81
2912320;Sorrinorte Supermercado Ltda ME;02.756.536/0001-67;501;11320367;BATON Bastao Choc Leite 32(30x16g)XW;2;EXB;Rua Tangara 549;Sorriso;MT;78890-000;01.04.2020;61309;0,96;1,004;KG;45,81
2912320;Sorrinorte Supermercado Ltda ME;02.756.536/0001-67;501;11320331;BATON Bastao Choc Branco 32(30x16g)XW;2;EXB;Rua Tangara 549;Sorriso;MT;78890-000;01.04.2020;61309;0,96;1,00432;KG;45,81
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;12396920;OPERETA TabChocBco CstnCaju 4(14x90)g XW;14;UNI;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;1,26;1,2908;KG;58,85
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;1,26;1,2908;KG;58,85
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;12396886;GAROTO Tablete Choc Branco 4(14x90g) XW;14;UNI;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;1,26;1,2908;KG;58,85
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;12;UNI;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;1,212;1,236;KG;50,44
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;12396923;GAROTO TabChocLeite CajuPas 4(14x90g)XW;14;UNI;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;1,26;1,2908;KG;58,85
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;12396921;GAROTO Tab Choc Meio Amargo 4(14x90g) XW;14;UNI;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;1,26;1,2908;KG;58,85
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;11320331;BATON Bastao Choc Branco 32(30x16g)XW;1;EXB;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;0,48;0,50216;KG;22,91
4159741;Supermercado TW Ltda ME;12.602.416/0001-69;502;11320367;BATON Bastao Choc Leite 32(30x16g)XW;2;EXB;Rua Poxoreu 07;Sorriso;MT;78890-000;01.04.2020;61310;0,96;1,004;KG;45,81
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;11320198;TALENTO Tab Leite Cast Para 18(15x25g)XW;2;EXB;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61311;0,75;0,790552;KG;29,05
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;11320331;BATON Bastao Choc Branco 32(30x16g)XW;2;EXB;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61311;0,96;1,00432;KG;32,08
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;11320367;BATON Bastao Choc Leite 32(30x16g)XW;2;EXB;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61311;0,96;1,004;KG;32,08
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;2;UNI;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61311;1,65;1,65;KG;50,29
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;11322004;GAROTO Pastilha Hortela 24(40x17g) XW;2;EXB;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61312;1,36;1,4232;KG;41,03
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;12396921;GAROTO Tab Choc Meio Amargo 4(14x90g) XW;14;UNI;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61313;1,26;1,2908;KG;46,84
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;12;UNI;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61313;1,212;1,236;KG;40,14
5354939;M A Fontes Da Silveira ME;26.194.986/0001-71;103;12356994;BATON Tab Rech Creme 4(10x96g) BR;10;UNI;R Das Primaveras 6052;Sinop;MT;78550-234;01.04.2020;61313;0,96;0,98;KG;33,52
6093160;Francisleyne Lopes;31.708.124/0001-50;103;12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;1;UNI;Av Das Itaubas 4750;Sinop;MT;78552-081;01.04.2020;61314;0,825;0,825;KG;24,06
6093160;Francisleyne Lopes;31.708.124/0001-50;103;11320331;BATON Bastao Choc Branco 32(30x16g)XW;1;EXB;Av Das Itaubas 4750;Sinop;MT;78552-081;01.04.2020;61314;0,48;0,50216;KG;22,23
6093160;Francisleyne Lopes;31.708.124/0001-50;103;11320198;TALENTO Tab Leite Cast Para 18(15x25g)XW;1;EXB;Av Das Itaubas 4750;Sinop;MT;78552-081;01.04.2020;61314;0,375;0,395276;KG;20,13
6093160;Francisleyne Lopes;31.708.124/0001-50;103;11320367;BATON Bastao Choc Leite 32(30x16g)XW;1;EXB;Av Das Itaubas 4750;Sinop;MT;78552-081;01.04.2020;61314;0,48;0,502;KG;22,23
6093160;Francisleyne Lopes;31.708.124/0001-50;103;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;Av Das Itaubas 4750;Sinop;MT;78552-081;01.04.2020;61314;1,26;1,2908;KG;57,08
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12426261;GAROTO Tablete Churros 4(14x90g) XW;14;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;1,26;1,288;KG;53,44
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;1,26;1,2908;KG;53,44
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12396887;GAROTO Tablete Cstn Caju 4(14x90g) XW;14;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;1,26;1,2908;KG;53,44
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12396886;GAROTO Tablete Choc Branco 4(14x90g) XW;14;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;1,26;1,2908;KG;53,44
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12396885;GAROTO Tablete Cores 4(14x90)g XW;28;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;2,52;2,5816;KG;106,86
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12396883;GAROTO Tablete Crocante 4(14x90g) XW;14;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;1,26;1,2908;KG;53,44
2899158;Rampazio & Rampazio Ltda ME;06.993.678/0001-07;603;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;12;UNI;Rua Romanos 140, Quadra 3;Alta Floresta;MT;78580-000;02.04.2020;61315;1,212;1,236;KG;45,8
2979920;Comercio De Alim Cristalino Ltda;04.055.373/0001-10;603;11320331;BATON Bastao Choc Branco 32(30x16g)XW;1;EXB;Rua Do Araujo SN;Alta Floresta;MT;78580-000;02.04.2020;61316;0,48;0,50216;KG;22,91
4266862;Mochi Com De Alimentos Ltda EPP;16.738.763/0001-74;601;12396921;GAROTO Tab Choc Meio Amargo 4(14x90g) XW;14;UNI;R Papa Joao XXIII 627;Alta Floresta;MT;78580-000;02.04.2020;61317;1,26;1,2908;KG;58,85
4266862;Mochi Com De Alimentos Ltda EPP;16.738.763/0001-74;601;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;R Papa Joao XXIII 627;Alta Floresta;MT;78580-000;02.04.2020;61317;1,26;1,2908;KG;58,85
4266862;Mochi Com De Alimentos Ltda EPP;16.738.763/0001-74;601;12396886;GAROTO Tablete Choc Branco 4(14x90g) XW;14;UNI;R Papa Joao XXIII 627;Alta Floresta;MT;78580-000;02.04.2020;61317;1,26;1,2908;KG;58,85
4266862;Mochi Com De Alimentos Ltda EPP;16.738.763/0001-74;601;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;12;UNI;R Papa Joao XXIII 627;Alta Floresta;MT;78580-000;02.04.2020;61317;1,212;1,236;KG;50,44
5010422;Wilson Fermino De Jesus;22.788.260/0001-06;601;12415774;GAROTO Caixa Bombons Sortidos 30x250g BR;15;UNI;R Carlos Chagas 08, Qd 19 Lt 8;Alta Floresta;MT;78580-000;02.04.2020;61318;3,75;4,425;KG;144,27
5740366;Francielli Do Lago Mochi Mercado;30.865.073/0001-07;601;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;12;UNI;Av Robson Silva 1130;Alta Floresta;MT;78580-000;02.04.2020;61319;1,212;1,236;KG;50,44
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;1;UNI;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61320;0,825;0,825;KG;24,81
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61320;1,26;1,2908;KG;58,85
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12396883;GAROTO Tablete Crocante 4(14x90g) XW;14;UNI;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61320;1,26;1,2908;KG;58,85
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12155337;BATON Bastao Duo 32(30x16g) XW;1;EXB;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61320;0,48;0,502;KG;22,91
6022407;I C Mesnerovicz;24.337.986/0001-58;601;11320367;BATON Bastao Choc Leite 32(30x16g)XW;1;EXB;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61320;0,48;0,502;KG;22,91
6022407;I C Mesnerovicz;24.337.986/0001-58;601;11320331;BATON Bastao Choc Branco 32(30x16g)XW;1;EXB;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61320;0,48;0,50216;KG;22,91
6022407;I C Mesnerovicz;24.337.986/0001-58;601;11322004;GAROTO Pastilha Hortela 24(40x17g) XW;1;EXB;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61321;0,68;0,7116;KG;22,3
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12409249;GAROTO CookieCoresGotasChoc 52(3x20g) BR;4;EXB;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61322;0,24;0,258;KG;7,36
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12365150;GAROTO Bisc Rech Choc 70x130g BR;10;UNI;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61322;1,3;1,315;KG;20,04
6022407;I C Mesnerovicz;24.337.986/0001-58;601;12365128;GAROTO Cookie Gota Choc 52x60g BR;4;UNI;R Do Araujo 675, Lt26 Qd14;Alta Floresta;MT;78580-000;02.04.2020;61322;0,24;0,258;KG;7,62
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;11320040;GAROTO Chocolate em Po 20x200g XI;20;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;4;4,8;KG;184,02
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;11324001;TALENTO Tab Diet Avelas 12(15x25g) XI;2;EXB;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;0,75;0,8;KG;49,74
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;12396883;GAROTO Tablete Crocante 4(14x90g) XW;112;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;10,08;10,3264;KG;397,03
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;12396887;GAROTO Tablete Cstn Caju 4(14x90g) XW;112;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;10,08;10,3264;KG;397,03
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;280;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;25,2;25,816;KG;992,55
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;12396920;OPERETA TabChocBco CstnCaju 4(14x90)g XW;112;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;10,08;10,3264;KG;397,03
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;12396923;GAROTO TabChocLeite CajuPas 4(14x90g)XW;56;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61323;5,04;5,1632;KG;198,51
6082115;J C Martins Cia Ltda;31.162.421/0001-42;200;11320042;GAROTO Cacau em Po 20x200g XW;20;UNI;Av Ariosto Da Riva 459;Alta Floresta;MT;78580-000;02.04.2020;61324;4;4,8;KG;259,37
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;12356994;BATON Tab Rech Creme 4(10x96g) BR;20;UNI;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61325;1,92;1,96;KG;84,23
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;12273955;BATON Bastao Recheado Leite 32(30x16g)XW;2;EXB;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61325;0,96;1,004;KG;45,81
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;24;UNI;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61325;2,424;2,472;KG;100,87
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;11320367;BATON Bastao Choc Leite 32(30x16g)XW;2;EXB;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61325;0,96;1,004;KG;45,81
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;11320331;BATON Bastao Choc Branco 32(30x16g)XW;2;EXB;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61325;0,96;1,00432;KG;45,81
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;11320209;TALENTO Tab Leite Avelas 18(15x25g) XW;1;EXB;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61325;0,375;0,395;KG;20,75
2873069;M E Agostinho de Barros ME;07.361.145/0001-67;901;12365128;GAROTO Cookie Gota Choc 52x60g BR;16;UNI;Rua Marilia 2782;Juara;MT;78575-000;02.04.2020;61326;0,96;1,032;KG;30,5
5686832;A Sampaio Mercado;29.180.988/0001-08;902;12396923;GAROTO TabChocLeite CajuPas 4(14x90g)XW;14;UNI;R Angelica Siqueira Botelho 101, E;Juara;MT;78575-000;02.04.2020;61327;1,26;1,2908;KG;55,82
5686832;A Sampaio Mercado;29.180.988/0001-08;902;12396921;GAROTO Tab Choc Meio Amargo 4(14x90g) XW;14;UNI;R Angelica Siqueira Botelho 101, E;Juara;MT;78575-000;02.04.2020;61327;1,26;1,2908;KG;55,82
5686832;A Sampaio Mercado;29.180.988/0001-08;902;12396886;GAROTO Tablete Choc Branco 4(14x90g) XW;14;UNI;R Angelica Siqueira Botelho 101, E;Juara;MT;78575-000;02.04.2020;61327;1,26;1,2908;KG;55,82
5686832;A Sampaio Mercado;29.180.988/0001-08;902;12260896;GAROTO AERO TabChoc ao Leite4(12x101g)BR;12;UNI;R Angelica Siqueira Botelho 101, E;Juara;MT;78575-000;02.04.2020;61327;1,212;1,236;KG;47,84
5711838;J Leonardo Sachi;11.818.731/0001-65;902;12277350;TALENTO Tablete Meio Amargo 18(15x25g)BR;1;EXB;Av Rio De Janeiro 277, W Sala I;Juara;MT;78575-000;02.04.2020;61328;0,375;0,395;KG;20,75
5711838;J Leonardo Sachi;11.818.731/0001-65;902;11320367;BATON Bastao Choc Leite 32(30x16g)XW;1;EXB;Av Rio De Janeiro 277, W Sala I;Juara;MT;78575-000;02.04.2020;61328;0,48;0,502;KG;22,91
5711838;J Leonardo Sachi;11.818.731/0001-65;902;11320198;TALENTO Tab Leite Cast Para 18(15x25g)XW;1;EXB;Av Rio De Janeiro 277, W Sala I;Juara;MT;78575-000;02.04.2020;61328;0,375;0,395276;KG;20,75
5711838;J Leonardo Sachi;11.818.731/0001-65;902;11320197;TALENTO Tab Leite Amen Pas 18(15x25g) XW;1;EXB;Av Rio De Janeiro 277, W Sala I;Juara;MT;78575-000;02.04.2020;61328;0,375;0,395;KG;20,75
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;11320331;BATON Bastao Choc Branco 32(30x16g)XW;-5;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61329;-2,4;-2,5108;KG;-108,64
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;11320367;BATON Bastao Choc Leite 32(30x16g)XW;-5;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61329;-2,4;-2,51;KG;-108,64
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;12273955;BATON Bastao Recheado Leite 32(30x16g)XW;-2;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61329;-0,96;-1,004;KG;-43,46
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;12313896;BATON Bastao Rech Morango 32(30x16g) BR;-2;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61329;-0,96;-1,004;KG;-43,46
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;12415774;GAROTO Caixa Bombons Sortidos 30x250g BR;-360;UNI;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61329;-90;-106,2;KG;-3.119,59
6167247;Angelica Alves Da Silva;35.271.628/0001-06;902;11320198;TALENTO Tab Leite Cast Para 18(15x25g)XW;1;EXB;R Paulo Rezer 579;Porto Dos Gauchos;MT;78560-000;02.04.2020;61330;0,375;0,395276;KG;14,65
6167247;Angelica Alves Da Silva;35.271.628/0001-06;902;11320331;BATON Bastao Choc Branco 32(30x16g)XW;1;EXB;R Paulo Rezer 579;Porto Dos Gauchos;MT;78560-000;02.04.2020;61330;0,48;0,50216;KG;16,17
6167247;Angelica Alves Da Silva;35.271.628/0001-06;902;11320367;BATON Bastao Choc Leite 32(30x16g)XW;1;EXB;R Paulo Rezer 579;Porto Dos Gauchos;MT;78560-000;02.04.2020;61330;0,48;0,502;KG;16,17
6167247;Angelica Alves Da Silva;35.271.628/0001-06;902;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;R Paulo Rezer 579;Porto Dos Gauchos;MT;78560-000;02.04.2020;61330;1,26;1,2908;KG;45,81
6167247;Angelica Alves Da Silva;35.271.628/0001-06;902;11322004;GAROTO Pastilha Hortela 24(40x17g) XW;1;EXB;R Paulo Rezer 579;Porto Dos Gauchos;MT;78560-000;02.04.2020;61331;0,68;0,7116;KG;21,15
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12396888;GAROTO Tablete Choc aoLeite 4(14x90g) XW;14;UNI;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,26;1,2908;KG;52,26
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12396886;GAROTO Tablete Choc Branco 4(14x90g) XW;14;UNI;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,26;1,2908;KG;52,26
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12396923;GAROTO TabChocLeite CajuPas 4(14x90g)XW;14;UNI;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,26;1,2908;KG;52,26
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12380835;TALENTO TabRechCremedeAvela 8(12x90g) XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,08;1,13;KG;49,65
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12312330;TALENTO Tab Choc Amendoa Pas 8(12x90g)XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,08;1,13;KG;49,65
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;11320198;TALENTO Tab Leite Cast Para 18(15x25g)XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;0,375;0,395276;KG;19,24
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12396921;GAROTO Tab Choc Meio Amargo 4(14x90g) XW;14;UNI;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,26;1,2908;KG;52,26
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;11320331;BATON Bastao Choc Branco 32(30x16g)XW;5;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;2,4;2,5108;KG;106,25
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;11320367;BATON Bastao Choc Leite 32(30x16g)XW;10;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;4,8;5,02;KG;212,5
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12312312;TALENTO Tab Leite Cast Para 8(12x90g) XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,08;1,13;KG;49,65
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12311892;TALENTO Tab Leite Avelas 8(12x90g) XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,08;1,13;KG;49,65
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;12285127;TALENTO Tab Choc Branco Cer 8(12x90g) XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61332;1,08;1,13;KG;49,65
2931396;Poletto Supermercado Ltda;10.282.905/0001-55;100;11322004;GAROTO Pastilha Hortela 24(40x17g) XW;1;EXB;Rua Cascavel 1034;Brasnorte;MT;78350-000;02.04.2020;61333;0,68;0,7116;KG;21,15
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;12415774;GAROTO Caixa Bombons Sortidos 30x250g BR;300;UNI;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61334;75;88,5;KG;2.521,67
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;11320331;BATON Bastao Choc Branco 32(30x16g)XW;5;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61334;2,4;2,5108;KG;105,38
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;11320367;BATON Bastao Choc Leite 32(30x16g)XW;5;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61334;2,4;2,51;KG;105,38
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;12273955;BATON Bastao Recheado Leite 32(30x16g)XW;2;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61334;0,96;1,004;KG;42,16
2856419;Vanderlei dos Santos Vicente ME;06.189.600/0001-26;101;12313896;BATON Bastao Rech Morango 32(30x16g) BR;2;EXB;Av Gilio Rezieri 631;Castanheira;MT;78345-000;02.04.2020;61334;0,96;1,004;KG;42,16
2899139;Horodenski Lopes & Cia Ltda ME;02.402.311/0001-02;101;12423748;TALENTO Tab Rech Torta Limao 8(12x90g)XW;1;EXB;Av 4 De Julho 510;Castanheira;MT;78345-000;02.04.2020;61335;1,08;1,13;KG;55,67
2899139;Horodenski Lopes & Cia Ltda ME;02.402.311/0001-02;101;12313896;BATON Bastao Rech Morango 32(30x16g) BR;1;EXB;Av 4 De Julho 510;Castanheira;MT;78345-000;02.04.2020;61335;0,48;0,502;KG;22,91
